OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,Sentiment,Text,Tokens,Filtered_Tokens,Lemmatized_Tokens,Cleaned_Text
ORD201010,2023-03-31,C33729,Monitor,3,659.57,533 Main St,Credit Card,Cancelled,TRK35649833,6,SAVE10,Email,1978.71,Negative,Monitor Credit Card Email SAVE10,"['Monitor', 'Credit', 'Card', 'Email', 'SAVE10']","['Monitor', 'Credit', 'Card', 'Email', 'SAVE10']","['monitor', 'credit', 'card', 'email', 'save10']",monitor credit card email save10
ORD201011,2024-12-03,C47823,Phone,2,478.36,654 Main St,Online,Shipped,TRK22271097,3,unknown,Google,956.72,Positive,Phone Online Google unknown,"['Phone', 'Online', 'Google', 'unknown']","['Phone', 'Online', 'Google', 'unknown']","['phone', 'online', 'google', 'unknown']",phone online google unknown
ORD201012,2024-12-03,C84570,Printer,4,30.05,301 Main St,Online,Returned,TRK12551882,6,unknown,Facebook,120.2,Negative,Printer Online Facebook unknown,"['Printer', 'Online', 'Facebook', 'unknown']","['Printer', 'Online', 'Facebook', 'unknown']","['printer', 'online', 'facebook', 'unknown']",printer online facebook unknown
ORD201013,2025-04-26,C91123,Laptop,4,300.56,842 Main St,Cash,Cancelled,TRK49568409,9,FREESHIP,Facebook,1202.24,Negative,Laptop Cash Facebook FREESHIP,"['Laptop', 'Cash', 'Facebook', 'FREESHIP']","['Laptop', 'Cash', 'Facebook', 'FREESHIP']","['laptop', 'cash', 'facebook', 'freeship']",laptop cash facebook freeship
ORD201014,2024-02-04,C92548,Tablet,5,226.45,160 Main St,Debit Card,Returned,TRK21682892,6,FREESHIP,Email,1132.25,Negative,Tablet Debit Card Email FREESHIP,"['Tablet', 'Debit', 'Card', 'Email', 'FREESHIP']","['Tablet', 'Debit', 'Card', 'Email', 'FREESHIP']","['tablet', 'debit', 'card', 'email', 'freeship']",tablet debit card email freeship
ORD201015,2024-01-26,C97454,Printer,2,349.4,892 Main St,Online,Shipped,TRK73249329,2,SAVE10,Instagram,698.8,Positive,Printer Online Instagram SAVE10,"['Printer', 'Online', 'Instagram', 'SAVE10']","['Printer', 'Online', 'Instagram', 'SAVE10']","['printer', 'online', 'instagram', 'save10']",printer online instagram save10
ORD201016,2023-12-29,C20257,Tablet,5,268.78,669 Main St,Debit Card,Delivered,TRK62135578,7,WINTER15,Email,1343.9,Positive,Tablet Debit Card Email WINTER15,"['Tablet', 'Debit', 'Card', 'Email', 'WINTER15']","['Tablet', 'Debit', 'Card', 'Email', 'WINTER15']","['tablet', 'debit', 'card', 'email', 'winter15']",tablet debit card email winter15
ORD201017,2024-08-25,C51694,Chair,2,680.85,953 Main St,Gift Card,Delivered,TRK83122112,6,FREESHIP,Referral,1361.7,Positive,Chair Gift Card Referral FREESHIP,"['Chair', 'Gift', 'Card', 'Referral', 'FREESHIP']","['Chair', 'Gift', 'Card', 'Referral', 'FREESHIP']","['chair', 'gift', 'card', 'referral', 'freeship']",chair gift card referral freeship
ORD201018,2023-07-08,C77499,Laptop,3,182.48,209 Main St,Cash,Delivered,TRK20703086,3,unknown,Instagram,547.4399999999999,Positive,Laptop Cash Instagram unknown,"['Laptop', 'Cash', 'Instagram', 'unknown']","['Laptop', 'Cash', 'Instagram', 'unknown']","['laptop', 'cash', 'instagram', 'unknown']",laptop cash instagram unknown
ORD201019,2024-04-06,C28386,Desk,1,277.09,293 Main St,Cash,Returned,TRK32954229,2,SAVE10,Referral,277.09,Negative,Desk Cash Referral SAVE10,"['Desk', 'Cash', 'Referral', 'SAVE10']","['Desk', 'Cash', 'Referral', 'SAVE10']","['desk', 'cash', 'referral', 'save10']",desk cash referral save10
ORD201020,2024-04-22,C50211,Tablet,2,26.5,312 Main St,Online,Delivered,TRK47787981,3,SAVE10,Instagram,53.0,Positive,Tablet Online Instagram SAVE10,"['Tablet', 'Online', 'Instagram', 'SAVE10']","['Tablet', 'Online', 'Instagram', 'SAVE10']","['tablet', 'online', 'instagram', 'save10']",tablet online instagram save10
ORD201021,2023-10-23,C74519,Phone,3,315.27,309 Main St,Credit Card,Cancelled,TRK97351945,4,SAVE10,Email,945.81,Negative,Phone Credit Card Email SAVE10,"['Phone', 'Credit', 'Card', 'Email', 'SAVE10']","['Phone', 'Credit', 'Card', 'Email', 'SAVE10']","['phone', 'credit', 'card', 'email', 'save10']",phone credit card email save10
ORD201022,2025-02-24,C19071,Tablet,3,450.98,396 Main St,Credit Card,Shipped,TRK66537096,8,SAVE10,Referral,1352.94,Positive,Tablet Credit Card Referral SAVE10,"['Tablet', 'Credit', 'Card', 'Referral', 'SAVE10']","['Tablet', 'Credit', 'Card', 'Referral', 'SAVE10']","['tablet', 'credit', 'card', 'referral', 'save10']",tablet credit card referral save10
ORD201023,2024-09-23,C65251,Laptop,5,233.67,291 Main St,Cash,Shipped,TRK32059025,10,unknown,Referral,1168.35,Positive,Laptop Cash Referral unknown,"['Laptop', 'Cash', 'Referral', 'unknown']","['Laptop', 'Cash', 'Referral', 'unknown']","['laptop', 'cash', 'referral', 'unknown']",laptop cash referral unknown
ORD201025,2025-05-17,C28406,Chair,1,23.53,174 Main St,Gift Card,Delivered,TRK98841457,2,FREESHIP,Instagram,23.53,Positive,Chair Gift Card Instagram FREESHIP,"['Chair', 'Gift', 'Card', 'Instagram', 'FREESHIP']","['Chair', 'Gift', 'Card', 'Instagram', 'FREESHIP']","['chair', 'gift', 'card', 'instagram', 'freeship']",chair gift card instagram freeship
ORD201026,2023-05-01,C55454,Monitor,1,677.48,807 Main St,Online,Delivered,TRK13281370,1,WINTER15,Facebook,677.48,Positive,Monitor Online Facebook WINTER15,"['Monitor', 'Online', 'Facebook', 'WINTER15']","['Monitor', 'Online', 'Facebook', 'WINTER15']","['monitor', 'online', 'facebook', 'winter15']",monitor online facebook winter15
ORD201027,2024-05-21,C93467,Laptop,4,554.83,983 Main St,Cash,Returned,TRK77377373,6,unknown,Google,2219.32,Negative,Laptop Cash Google unknown,"['Laptop', 'Cash', 'Google', 'unknown']","['Laptop', 'Cash', 'Google', 'unknown']","['laptop', 'cash', 'google', 'unknown']",laptop cash google unknown
ORD201028,2023-02-17,C60042,Desk,4,440.31,610 Main St,Cash,Cancelled,TRK84651559,6,unknown,Instagram,1761.24,Negative,Desk Cash Instagram unknown,"['Desk', 'Cash', 'Instagram', 'unknown']","['Desk', 'Cash', 'Instagram', 'unknown']","['desk', 'cash', 'instagram', 'unknown']",desk cash instagram unknown
ORD201029,2025-03-01,C44733,Desk,1,87.06,851 Main St,Credit Card,Shipped,TRK41500198,4,FREESHIP,Email,87.06,Positive,Desk Credit Card Email FREESHIP,"['Desk', 'Credit', 'Card', 'Email', 'FREESHIP']","['Desk', 'Credit', 'Card', 'Email', 'FREESHIP']","['desk', 'credit', 'card', 'email', 'freeship']",desk credit card email freeship
ORD201030,2023-10-02,C61773,Phone,4,245.28,176 Main St,Credit Card,Delivered,TRK12936357,6,WINTER15,Email,981.12,Positive,Phone Credit Card Email WINTER15,"['Phone', 'Credit', 'Card', 'Email', 'WINTER15']","['Phone', 'Credit', 'Card', 'Email', 'WINTER15']","['phone', 'credit', 'card', 'email', 'winter15']",phone credit card email winter15
ORD201032,2023-04-20,C26188,Chair,1,618.68,990 Main St,Online,Delivered,TRK61634201,6,WINTER15,Referral,618.68,Positive,Chair Online Referral WINTER15,"['Chair', 'Online', 'Referral', 'WINTER15']","['Chair', 'Online', 'Referral', 'WINTER15']","['chair', 'online', 'referral', 'winter15']",chair online referral winter15
ORD201033,2024-12-24,C20338,Monitor,1,370.85,331 Main St,Gift Card,Delivered,TRK30654048,2,FREESHIP,Referral,370.85,Positive,Monitor Gift Card Referral FREESHIP,"['Monitor', 'Gift', 'Card', 'Referral', 'FREESHIP']","['Monitor', 'Gift', 'Card', 'Referral', 'FREESHIP']","['monitor', 'gift', 'card', 'referral', 'freeship']",monitor gift card referral freeship
ORD201034,2024-06-16,C84524,Printer,4,517.98,766 Main St,Cash,Cancelled,TRK76751888,8,FREESHIP,Facebook,2071.92,Negative,Printer Cash Facebook FREESHIP,"['Printer', 'Cash', 'Facebook', 'FREESHIP']","['Printer', 'Cash', 'Facebook', 'FREESHIP']","['printer', 'cash', 'facebook', 'freeship']",printer cash facebook freeship
ORD201035,2023-11-12,C70315,Laptop,4,506.11,911 Main St,Cash,Cancelled,TRK97732085,5,unknown,Referral,2024.44,Negative,Laptop Cash Referral unknown,"['Laptop', 'Cash', 'Referral', 'unknown']","['Laptop', 'Cash', 'Referral', 'unknown']","['laptop', 'cash', 'referral', 'unknown']",laptop cash referral unknown
ORD201036,2024-05-31,C98278,Phone,3,413.83,552 Main St,Gift Card,Shipped,TRK49684737,8,SAVE10,Facebook,1241.49,Positive,Phone Gift Card Facebook SAVE10,"['Phone', 'Gift', 'Card', 'Facebook', 'SAVE10']","['Phone', 'Gift', 'Card', 'Facebook', 'SAVE10']","['phone', 'gift', 'card', 'facebook', 'save10']",phone gift card facebook save10
ORD201038,2025-03-15,C77961,Tablet,3,362.53,422 Main St,Debit Card,Returned,TRK28969024,5,unknown,Facebook,1087.59,Negative,Tablet Debit Card Facebook unknown,"['Tablet', 'Debit', 'Card', 'Facebook', 'unknown']","['Tablet', 'Debit', 'Card', 'Facebook', 'unknown']","['tablet', 'debit', 'card', 'facebook', 'unknown']",tablet debit card facebook unknown
ORD201039,2025-06-28,C49137,Desk,2,299.23,177 Main St,Credit Card,Cancelled,TRK79362428,2,WINTER15,Instagram,598.46,Negative,Desk Credit Card Instagram WINTER15,"['Desk', 'Credit', 'Card', 'Instagram', 'WINTER15']","['Desk', 'Credit', 'Card', 'Instagram', 'WINTER15']","['desk', 'credit', 'card', 'instagram', 'winter15']",desk credit card instagram winter15
ORD201040,2023-11-15,C13169,Tablet,1,536.07,932 Main St,Debit Card,Delivered,TRK66288666,5,FREESHIP,Google,536.07,Positive,Tablet Debit Card Google FREESHIP,"['Tablet', 'Debit', 'Card', 'Google', 'FREESHIP']","['Tablet', 'Debit', 'Card', 'Google', 'FREESHIP']","['tablet', 'debit', 'card', 'google', 'freeship']",tablet debit card google freeship
ORD201041,2023-02-11,C21167,Monitor,4,558.9,948 Main St,Gift Card,Shipped,TRK97737564,9,WINTER15,Google,2235.6,Positive,Monitor Gift Card Google WINTER15,"['Monitor', 'Gift', 'Card', 'Google', 'WINTER15']","['Monitor', 'Gift', 'Card', 'Google', 'WINTER15']","['monitor', 'gift', 'card', 'google', 'winter15']",monitor gift card google winter15
ORD201042,2024-12-09,C59724,Tablet,2,409.75,414 Main St,Debit Card,Shipped,TRK67878272,2,WINTER15,Facebook,819.5,Positive,Tablet Debit Card Facebook WINTER15,"['Tablet', 'Debit', 'Card', 'Facebook', 'WINTER15']","['Tablet', 'Debit', 'Card', 'Facebook', 'WINTER15']","['tablet', 'debit', 'card', 'facebook', 'winter15']",tablet debit card facebook winter15
ORD201043,2025-01-11,C43965,Tablet,2,179.96,675 Main St,Gift Card,Shipped,TRK94346739,5,unknown,Instagram,359.92,Positive,Tablet Gift Card Instagram unknown,"['Tablet', 'Gift', 'Card', 'Instagram', 'unknown']","['Tablet', 'Gift', 'Card', 'Instagram', 'unknown']","['tablet', 'gift', 'card', 'instagram', 'unknown']",tablet gift card instagram unknown
ORD201044,2025-06-22,C63018,Printer,1,38.49,215 Main St,Credit Card,Delivered,TRK52335337,4,FREESHIP,Referral,38.49,Positive,Printer Credit Card Referral FREESHIP,"['Printer', 'Credit', 'Card', 'Referral', 'FREESHIP']","['Printer', 'Credit', 'Card', 'Referral', 'FREESHIP']","['printer', 'credit', 'card', 'referral', 'freeship']",printer credit card referral freeship
ORD201045,2024-09-20,C11893,Laptop,5,316.4,671 Main St,Gift Card,Returned,TRK72012758,7,unknown,Email,1582.0,Negative,Laptop Gift Card Email unknown,"['Laptop', 'Gift', 'Card', 'Email', 'unknown']","['Laptop', 'Gift', 'Card', 'Email', 'unknown']","['laptop', 'gift', 'card', 'email', 'unknown']",laptop gift card email unknown
ORD201046,2024-10-07,C85421,Tablet,3,547.15,466 Main St,Online,Shipped,TRK16524006,4,WINTER15,Instagram,1641.45,Positive,Tablet Online Instagram WINTER15,"['Tablet', 'Online', 'Instagram', 'WINTER15']","['Tablet', 'Online', 'Instagram', 'WINTER15']","['tablet', 'online', 'instagram', 'winter15']",tablet online instagram winter15
ORD201047,2023-06-23,C81726,Chair,4,540.34,394 Main St,Gift Card,Shipped,TRK69872994,6,WINTER15,Referral,2161.36,Positive,Chair Gift Card Referral WINTER15,"['Chair', 'Gift', 'Card', 'Referral', 'WINTER15']","['Chair', 'Gift', 'Card', 'Referral', 'WINTER15']","['chair', 'gift', 'card', 'referral', 'winter15']",chair gift card referral winter15
ORD201048,2024-09-09,C57601,Monitor,4,73.65,889 Main St,Debit Card,Shipped,TRK21153699,9,unknown,Google,294.6,Positive,Monitor Debit Card Google unknown,"['Monitor', 'Debit', 'Card', 'Google', 'unknown']","['Monitor', 'Debit', 'Card', 'Google', 'unknown']","['monitor', 'debit', 'card', 'google', 'unknown']",monitor debit card google unknown
ORD201049,2024-07-18,C60575,Desk,5,391.86,587 Main St,Credit Card,Shipped,TRK44468232,6,unknown,Instagram,1959.3,Positive,Desk Credit Card Instagram unknown,"['Desk', 'Credit', 'Card', 'Instagram', 'unknown']","['Desk', 'Credit', 'Card', 'Instagram', 'unknown']","['desk', 'credit', 'card', 'instagram', 'unknown']",desk credit card instagram unknown
ORD201050,2023-08-20,C70659,Laptop,5,69.7,722 Main St,Online,Returned,TRK49663597,9,unknown,Instagram,348.5,Negative,Laptop Online Instagram unknown,"['Laptop', 'Online', 'Instagram', 'unknown']","['Laptop', 'Online', 'Instagram', 'unknown']","['laptop', 'online', 'instagram', 'unknown']",laptop online instagram unknown
ORD201051,2025-03-05,C35043,Monitor,5,26.43,820 Main St,Gift Card,Shipped,TRK65097450,5,FREESHIP,Facebook,132.15,Positive,Monitor Gift Card Facebook FREESHIP,"['Monitor', 'Gift', 'Card', 'Facebook', 'FREESHIP']","['Monitor', 'Gift', 'Card', 'Facebook', 'FREESHIP']","['monitor', 'gift', 'card', 'facebook', 'freeship']",monitor gift card facebook freeship
ORD201052,2023-09-11,C12301,Tablet,1,531.74,493 Main St,Online,Shipped,TRK25145796,1,WINTER15,Google,531.74,Positive,Tablet Online Google WINTER15,"['Tablet', 'Online', 'Google', 'WINTER15']","['Tablet', 'Online', 'Google', 'WINTER15']","['tablet', 'online', 'google', 'winter15']",tablet online google winter15
ORD201054,2023-11-29,C42949,Printer,1,660.66,447 Main St,Debit Card,Delivered,TRK46415143,3,WINTER15,Instagram,660.66,Positive,Printer Debit Card Instagram WINTER15,"['Printer', 'Debit', 'Card', 'Instagram', 'WINTER15']","['Printer', 'Debit', 'Card', 'Instagram', 'WINTER15']","['printer', 'debit', 'card', 'instagram', 'winter15']",printer debit card instagram winter15
ORD201055,2023-10-23,C10787,Monitor,4,274.82,932 Main St,Debit Card,Delivered,TRK91512567,9,WINTER15,Email,1099.28,Positive,Monitor Debit Card Email WINTER15,"['Monitor', 'Debit', 'Card', 'Email', 'WINTER15']","['Monitor', 'Debit', 'Card', 'Email', 'WINTER15']","['monitor', 'debit', 'card', 'email', 'winter15']",monitor debit card email winter15
ORD201057,2024-09-24,C46210,Laptop,3,428.88,535 Main St,Debit Card,Shipped,TRK81611937,3,WINTER15,Facebook,1286.64,Positive,Laptop Debit Card Facebook WINTER15,"['Laptop', 'Debit', 'Card', 'Facebook', 'WINTER15']","['Laptop', 'Debit', 'Card', 'Facebook', 'WINTER15']","['laptop', 'debit', 'card', 'facebook', 'winter15']",laptop debit card facebook winter15
ORD201058,2023-09-08,C32943,Desk,2,412.14,127 Main St,Credit Card,Returned,TRK26949106,2,FREESHIP,Instagram,824.28,Negative,Desk Credit Card Instagram FREESHIP,"['Desk', 'Credit', 'Card', 'Instagram', 'FREESHIP']","['Desk', 'Credit', 'Card', 'Instagram', 'FREESHIP']","['desk', 'credit', 'card', 'instagram', 'freeship']",desk credit card instagram freeship
ORD201059,2024-09-22,C73629,Desk,1,265.64,601 Main St,Credit Card,Returned,TRK11492924,3,WINTER15,Instagram,265.64,Negative,Desk Credit Card Instagram WINTER15,"['Desk', 'Credit', 'Card', 'Instagram', 'WINTER15']","['Desk', 'Credit', 'Card', 'Instagram', 'WINTER15']","['desk', 'credit', 'card', 'instagram', 'winter15']",desk credit card instagram winter15
ORD201060,2024-05-07,C38024,Tablet,2,273.43,824 Main St,Cash,Shipped,TRK93370912,7,WINTER15,Referral,546.86,Positive,Tablet Cash Referral WINTER15,"['Tablet', 'Cash', 'Referral', 'WINTER15']","['Tablet', 'Cash', 'Referral', 'WINTER15']","['tablet', 'cash', 'referral', 'winter15']",tablet cash referral winter15
ORD201061,2025-01-29,C25445,Laptop,5,131.7,830 Main St,Cash,Shipped,TRK12402431,8,FREESHIP,Google,658.5,Positive,Laptop Cash Google FREESHIP,"['Laptop', 'Cash', 'Google', 'FREESHIP']","['Laptop', 'Cash', 'Google', 'FREESHIP']","['laptop', 'cash', 'google', 'freeship']",laptop cash google freeship
ORD201062,2023-08-23,C13501,Chair,5,85.52,301 Main St,Gift Card,Cancelled,TRK65149372,5,unknown,Facebook,427.6,Negative,Chair Gift Card Facebook unknown,"['Chair', 'Gift', 'Card', 'Facebook', 'unknown']","['Chair', 'Gift', 'Card', 'Facebook', 'unknown']","['chair', 'gift', 'card', 'facebook', 'unknown']",chair gift card facebook unknown
ORD201063,2024-06-19,C42108,Desk,2,320.68,336 Main St,Credit Card,Shipped,TRK58407918,5,FREESHIP,Referral,641.36,Positive,Desk Credit Card Referral FREESHIP,"['Desk', 'Credit', 'Card', 'Referral', 'FREESHIP']","['Desk', 'Credit', 'Card', 'Referral', 'FREESHIP']","['desk', 'credit', 'card', 'referral', 'freeship']",desk credit card referral freeship
ORD201064,2025-02-12,C32121,Laptop,4,198.81,654 Main St,Cash,Returned,TRK96074264,9,FREESHIP,Referral,795.24,Negative,Laptop Cash Referral FREESHIP,"['Laptop', 'Cash', 'Referral', 'FREESHIP']","['Laptop', 'Cash', 'Referral', 'FREESHIP']","['laptop', 'cash', 'referral', 'freeship']",laptop cash referral freeship
ORD201065,2023-10-30,C47778,Printer,5,666.8,488 Main St,Debit Card,Delivered,TRK79504329,7,SAVE10,Referral,3334.0,Positive,Printer Debit Card Referral SAVE10,"['Printer', 'Debit', 'Card', 'Referral', 'SAVE10']","['Printer', 'Debit', 'Card', 'Referral', 'SAVE10']","['printer', 'debit', 'card', 'referral', 'save10']",printer debit card referral save10
ORD201066,2023-12-20,C10791,Desk,1,355.09,674 Main St,Debit Card,Cancelled,TRK20321248,5,SAVE10,Instagram,355.09,Negative,Desk Debit Card Instagram SAVE10,"['Desk', 'Debit', 'Card', 'Instagram', 'SAVE10']","['Desk', 'Debit', 'Card', 'Instagram', 'SAVE10']","['desk', 'debit', 'card', 'instagram', 'save10']",desk debit card instagram save10
ORD201067,2023-06-06,C78959,Phone,2,316.2,384 Main St,Online,Returned,TRK37426359,2,unknown,Instagram,632.4,Negative,Phone Online Instagram unknown,"['Phone', 'Online', 'Instagram', 'unknown']","['Phone', 'Online', 'Instagram', 'unknown']","['phone', 'online', 'instagram', 'unknown']",phone online instagram unknown
ORD201068,2024-08-03,C29914,Laptop,1,133.39,469 Main St,Debit Card,Shipped,TRK22073506,2,SAVE10,Referral,133.39,Positive,Laptop Debit Card Referral SAVE10,"['Laptop', 'Debit', 'Card', 'Referral', 'SAVE10']","['Laptop', 'Debit', 'Card', 'Referral', 'SAVE10']","['laptop', 'debit', 'card', 'referral', 'save10']",laptop debit card referral save10
ORD201069,2023-02-25,C70506,Monitor,1,454.23,255 Main St,Gift Card,Returned,TRK12518384,3,unknown,Facebook,454.23,Negative,Monitor Gift Card Facebook unknown,"['Monitor', 'Gift', 'Card', 'Facebook', 'unknown']","['Monitor', 'Gift', 'Card', 'Facebook', 'unknown']","['monitor', 'gift', 'card', 'facebook', 'unknown']",monitor gift card facebook unknown
ORD201071,2025-06-24,C94037,Phone,2,255.14,216 Main St,Cash,Shipped,TRK47536985,2,unknown,Google,510.28,Positive,Phone Cash Google unknown,"['Phone', 'Cash', 'Google', 'unknown']","['Phone', 'Cash', 'Google', 'unknown']","['phone', 'cash', 'google', 'unknown']",phone cash google unknown
ORD201072,2023-02-26,C88644,Monitor,1,392.61,977 Main St,Gift Card,Cancelled,TRK14900878,4,SAVE10,Referral,392.61,Negative,Monitor Gift Card Referral SAVE10,"['Monitor', 'Gift', 'Card', 'Referral', 'SAVE10']","['Monitor', 'Gift', 'Card', 'Referral', 'SAVE10']","['monitor', 'gift', 'card', 'referral', 'save10']",monitor gift card referral save10
ORD201073,2024-10-11,C69471,Tablet,4,362.06,294 Main St,Debit Card,Returned,TRK11107152,4,unknown,Facebook,1448.24,Negative,Tablet Debit Card Facebook unknown,"['Tablet', 'Debit', 'Card', 'Facebook', 'unknown']","['Tablet', 'Debit', 'Card', 'Facebook', 'unknown']","['tablet', 'debit', 'card', 'facebook', 'unknown']",tablet debit card facebook unknown
ORD201074,2024-05-10,C21437,Phone,1,222.73,120 Main St,Online,Returned,TRK81624772,4,unknown,Google,222.73,Negative,Phone Online Google unknown,"['Phone', 'Online', 'Google', 'unknown']","['Phone', 'Online', 'Google', 'unknown']","['phone', 'online', 'google', 'unknown']",phone online google unknown
ORD201075,2024-08-31,C40949,Monitor,2,552.63,609 Main St,Debit Card,Delivered,TRK43066749,7,WINTER15,Instagram,1105.26,Positive,Monitor Debit Card Instagram WINTER15,"['Monitor', 'Debit', 'Card', 'Instagram', 'WINTER15']","['Monitor', 'Debit', 'Card', 'Instagram', 'WINTER15']","['monitor', 'debit', 'card', 'instagram', 'winter15']",monitor debit card instagram winter15
ORD201076,2023-05-08,C99116,Laptop,4,686.61,176 Main St,Cash,Shipped,TRK52711973,6,unknown,Referral,2746.44,Positive,Laptop Cash Referral unknown,"['Laptop', 'Cash', 'Referral', 'unknown']","['Laptop', 'Cash', 'Referral', 'unknown']","['laptop', 'cash', 'referral', 'unknown']",laptop cash referral unknown
ORD201077,2025-03-07,C57861,Printer,3,305.16,115 Main St,Credit Card,Cancelled,TRK47775217,8,SAVE10,Referral,915.48,Negative,Printer Credit Card Referral SAVE10,"['Printer', 'Credit', 'Card', 'Referral', 'SAVE10']","['Printer', 'Credit', 'Card', 'Referral', 'SAVE10']","['printer', 'credit', 'card', 'referral', 'save10']",printer credit card referral save10
ORD201078,2023-03-18,C62627,Desk,1,41.09,881 Main St,Online,Returned,TRK90060232,4,WINTER15,Email,41.09,Negative,Desk Online Email WINTER15,"['Desk', 'Online', 'Email', 'WINTER15']","['Desk', 'Online', 'Email', 'WINTER15']","['desk', 'online', 'email', 'winter15']",desk online email winter15
ORD201079,2024-06-20,C89979,Phone,5,634.0,144 Main St,Gift Card,Delivered,TRK99055909,8,unknown,Email,3170.0,Positive,Phone Gift Card Email unknown,"['Phone', 'Gift', 'Card', 'Email', 'unknown']","['Phone', 'Gift', 'Card', 'Email', 'unknown']","['phone', 'gift', 'card', 'email', 'unknown']",phone gift card email unknown
ORD201080,2023-01-20,C70613,Laptop,5,464.74,438 Main St,Gift Card,Delivered,TRK33140293,7,unknown,Referral,2323.7,Positive,Laptop Gift Card Referral unknown,"['Laptop', 'Gift', 'Card', 'Referral', 'unknown']","['Laptop', 'Gift', 'Card', 'Referral', 'unknown']","['laptop', 'gift', 'card', 'referral', 'unknown']",laptop gift card referral unknown
ORD201083,2024-07-09,C68508,Chair,1,123.28,895 Main St,Credit Card,Delivered,TRK98960285,3,SAVE10,Email,123.28,Positive,Chair Credit Card Email SAVE10,"['Chair', 'Credit', 'Card', 'Email', 'SAVE10']","['Chair', 'Credit', 'Card', 'Email', 'SAVE10']","['chair', 'credit', 'card', 'email', 'save10']",chair credit card email save10
ORD201085,2023-05-21,C28049,Printer,2,646.69,404 Main St,Debit Card,Shipped,TRK91426444,7,WINTER15,Instagram,1293.38,Positive,Printer Debit Card Instagram WINTER15,"['Printer', 'Debit', 'Card', 'Instagram', 'WINTER15']","['Printer', 'Debit', 'Card', 'Instagram', 'WINTER15']","['printer', 'debit', 'card', 'instagram', 'winter15']",printer debit card instagram winter15
ORD201087,2025-03-23,C84134,Laptop,4,693.07,530 Main St,Online,Shipped,TRK48659380,8,SAVE10,Instagram,2772.28,Positive,Laptop Online Instagram SAVE10,"['Laptop', 'Online', 'Instagram', 'SAVE10']","['Laptop', 'Online', 'Instagram', 'SAVE10']","['laptop', 'online', 'instagram', 'save10']",laptop online instagram save10
ORD201088,2023-11-30,C49831,Desk,3,491.43,213 Main St,Gift Card,Shipped,TRK21232601,6,WINTER15,Instagram,1474.29,Positive,Desk Gift Card Instagram WINTER15,"['Desk', 'Gift', 'Card', 'Instagram', 'WINTER15']","['Desk', 'Gift', 'Card', 'Instagram', 'WINTER15']","['desk', 'gift', 'card', 'instagram', 'winter15']",desk gift card instagram winter15
ORD201089,2025-03-15,C13324,Tablet,2,599.74,440 Main St,Gift Card,Shipped,TRK66967997,2,unknown,Instagram,1199.48,Positive,Tablet Gift Card Instagram unknown,"['Tablet', 'Gift', 'Card', 'Instagram', 'unknown']","['Tablet', 'Gift', 'Card', 'Instagram', 'unknown']","['tablet', 'gift', 'card', 'instagram', 'unknown']",tablet gift card instagram unknown
ORD201090,2023-02-25,C61225,Monitor,2,650.25,996 Main St,Gift Card,Returned,TRK37022954,6,unknown,Instagram,1300.5,Negative,Monitor Gift Card Instagram unknown,"['Monitor', 'Gift', 'Card', 'Instagram', 'unknown']","['Monitor', 'Gift', 'Card', 'Instagram', 'unknown']","['monitor', 'gift', 'card', 'instagram', 'unknown']",monitor gift card instagram unknown
ORD201092,2023-08-21,C38642,Laptop,5,209.2,930 Main St,Debit Card,Delivered,TRK47744396,6,WINTER15,Email,1046.0,Positive,Laptop Debit Card Email WINTER15,"['Laptop', 'Debit', 'Card', 'Email', 'WINTER15']","['Laptop', 'Debit', 'Card', 'Email', 'WINTER15']","['laptop', 'debit', 'card', 'email', 'winter15']",laptop debit card email winter15
ORD201093,2023-06-09,C86773,Phone,4,197.36,557 Main St,Gift Card,Returned,TRK22612240,9,FREESHIP,Instagram,789.44,Negative,Phone Gift Card Instagram FREESHIP,"['Phone', 'Gift', 'Card', 'Instagram', 'FREESHIP']","['Phone', 'Gift', 'Card', 'Instagram', 'FREESHIP']","['phone', 'gift', 'card', 'instagram', 'freeship']",phone gift card instagram freeship
ORD201094,2023-06-28,C66093,Printer,4,648.91,615 Main St,Credit Card,Shipped,TRK54950785,6,SAVE10,Instagram,2595.64,Positive,Printer Credit Card Instagram SAVE10,"['Printer', 'Credit', 'Card', 'Instagram', 'SAVE10']","['Printer', 'Credit', 'Card', 'Instagram', 'SAVE10']","['printer', 'credit', 'card', 'instagram', 'save10']",printer credit card instagram save10
ORD201095,2024-04-23,C33051,Phone,2,441.54,397 Main St,Online,Delivered,TRK92929755,2,SAVE10,Email,883.08,Positive,Phone Online Email SAVE10,"['Phone', 'Online', 'Email', 'SAVE10']","['Phone', 'Online', 'Email', 'SAVE10']","['phone', 'online', 'email', 'save10']",phone online email save10
ORD201096,2025-05-03,C18169,Tablet,2,464.92,782 Main St,Debit Card,Returned,TRK49482923,2,unknown,Facebook,929.84,Negative,Tablet Debit Card Facebook unknown,"['Tablet', 'Debit', 'Card', 'Facebook', 'unknown']","['Tablet', 'Debit', 'Card', 'Facebook', 'unknown']","['tablet', 'debit', 'card', 'facebook', 'unknown']",tablet debit card facebook unknown
